"season","mnth","weekday","workingday","weathersit","temp","atemp","hum","windspeed","cnt"
2,5,6,0,1,0.655833,0.612379,0.729583,0.230092,4758
2,5,3,1,2,0.621667,0.584612,0.774583,0.102,5260
4,11,5,1,1,0.375,0.380671,0.64375,0.0988958,2792
4,10,5,1,2,0.545833,0.52275,0.807083,0.132467,7444
3,8,3,1,1,0.6675,0.621854,0.677083,0.0702833,7375
3,8,1,1,1,0.703333,0.654688,0.730417,0.128733,6917
1,12,5,1,1,0.311667,0.318812,0.636667,0.134337,2999
3,9,4,1,2,0.5775,0.553671,0.709167,0.271146,3659
3,9,5,1,1,0.703333,0.657204,0.73625,0.171646,7504
3,7,3,1,1,0.793333,0.745583,0.577083,0.137442,5713
4,10,4,1,2,0.589167,0.551804,0.896667,0.141787,2913
1,3,5,1,2,0.353333,0.359842,0.657083,0.144904,3194
1,1,3,1,2,0.292174,0.298422,0.741739,0.208317,1650
2,4,5,1,2,0.335833,0.324479,0.83625,0.226992,1471
1,2,4,1,2,0.399167,0.398971,0.672917,0.187187,3761
3,7,0,0,1,0.721667,0.667933,0.62375,0.170396,6597
3,7,2,1,1,0.713333,0.662896,0.704167,0.165425,7216
2,6,4,1,1,0.648333,0.624383,0.569583,0.253733,7363
1,3,2,1,1,0.560833,0.538533,0.807917,0.121271,6093
2,5,2,1,1,0.775,0.725383,0.636667,0.111329,3982
3,6,2,1,1,0.744167,0.692558,0.634167,0.144283,4648
2,4,5,1,1,0.4425,0.431808,0.408333,0.155471,6398
2,5,3,1,2,0.575,0.553025,0.744167,0.216412,4717
1,12,3,1,1,0.29913,0.279974,0.503913,0.293961,2302
1,2,3,1,1,0.318261,0.3162,0.423478,0.251791,2115
2,4,3,1,1,0.476667,0.470317,0.427917,0.118792,6196
2,6,2,1,1,0.7075,0.65595,0.597917,0.187808,4833
4,12,4,1,1,0.295833,0.294188,0.485833,0.174129,5532
4,10,1,0,2,0.383333,0.387608,0.709583,0.189679,5478
4,10,3,1,1,0.538333,0.527138,0.647917,0.17725,4826
1,1,2,1,2,0.373043,0.364278,0.716087,0.34913,2935
3,8,1,1,1,0.636667,0.607958,0.554583,0.159825,4634
2,4,5,1,1,0.4575,0.452637,0.400833,0.347633,6233
3,7,4,1,1,0.77,0.714642,0.600417,0.165429,6591
1,2,3,1,2,0.26,0.254417,0.775417,0.264308,1526
3,8,5,1,1,0.708333,0.654042,0.415,0.125621,4905
1,1,2,1,1,0.3425,0.349108,0.835833,0.123767,4339
1,3,2,1,2,0.317391,0.318178,0.655652,0.184309,2056
4,10,2,1,1,0.544167,0.530304,0.641667,0.0945458,7466
4,11,2,1,2,0.291667,0.281558,0.786667,0.237562,3959
1,12,4,1,2,0.254167,0.226642,0.652917,0.350133,2114
1,1,2,1,2,0.216667,0.232333,0.861667,0.146775,683
2,4,1,1,1,0.433913,0.427513,0.504348,0.312139,5936
1,3,4,1,1,0.198333,0.200133,0.318333,0.225754,1685
1,3,4,1,1,0.485833,0.475371,0.615417,0.226987,4990
2,4,2,1,1,0.446667,0.436233,0.435,0.249375,5918
4,11,5,1,1,0.274167,0.272721,0.41,0.168533,3392
3,8,4,1,1,0.711667,0.662258,0.654583,0.233208,3805
2,3,3,1,2,0.531667,0.513258,0.82125,0.0895583,6230
4,10,1,1,1,0.463333,0.457067,0.772083,0.118792,4187
1,3,1,1,1,0.325217,0.332,0.496957,0.136926,2046
4,12,4,1,1,0.265833,0.256938,0.58,0.240058,3322
1,1,3,1,1,0.303333,0.275254,0.443333,0.415429,3376
2,3,1,1,1,0.264348,0.257574,0.302174,0.212204,2028
3,8,0,0,1,0.700833,0.644579,0.530417,0.122512,6544
4,10,2,1,2,0.318182,0.309909,0.825455,0.213009,1096
1,1,2,1,1,0.308696,0.318826,0.646522,0.187552,3598
4,10,5,1,1,0.510833,0.504404,0.684167,0.0223917,4985
2,4,5,1,1,0.51,0.497463,0.457083,0.240063,4595
3,7,6,0,1,0.861667,0.804913,0.492083,0.163554,4840
4,10,4,1,1,0.494167,0.480425,0.620833,0.134954,4765
3,8,2,1,1,0.700833,0.645837,0.578333,0.236329,4725
3,7,3,1,1,0.724167,0.654054,0.45,0.1648,8173
4,11,6,0,1,0.389167,0.393937,0.645417,0.0578458,6536
3,9,5,1,2,0.469167,0.461475,0.590417,0.164183,4760
2,5,4,1,1,0.655,0.6067,0.716667,0.172896,6770
3,7,2,1,1,0.771667,0.696979,0.540833,0.200258,4590
4,12,0,0,1,0.220833,0.253154,0.49,0.0665417,2743
1,1,4,1,1,0.195,0.2197,0.6875,0.113837,431
3,9,1,1,2,0.580833,0.55305,0.734583,0.151742,6869
4,11,1,1,1,0.313333,0.339004,0.535417,0.04665,5087
1,3,5,1,2,0.316522,0.305,0.649565,0.23297,1977
3,7,0,0,1,0.745833,0.705196,0.717917,0.166667,6031
1,1,5,1,2,0.203478,0.223317,0.793043,0.1233,1167
3,8,0,0,2,0.653333,0.595996,0.845833,0.228858,5255
4,10,3,1,2,0.484167,0.472846,0.720417,0.148642,3894
4,12,1,1,2,0.435833,0.435575,0.925,0.190308,5170
4,10,3,1,1,0.455833,0.450108,0.692917,0.101371,7461
1,2,1,1,1,0.271667,0.303658,0.738333,0.0454083,1712
1,3,6,0,1,0.329167,0.32575,0.594583,0.220775,2132
3,7,5,1,1,0.828333,0.752533,0.450833,0.146142,6207
3,8,2,1,1,0.783333,0.707071,0.49125,0.20585,4845
1,12,4,1,2,0.423333,0.426121,0.7575,0.047275,3068
4,11,2,1,3,0.416667,0.421696,0.9625,0.118792,1607
4,12,4,1,1,0.3125,0.305554,0.524583,0.220158,3727
4,10,5,1,2,0.563333,0.537896,0.815,0.134954,5424
4,11,4,0,1,0.373333,0.372471,0.549167,0.167304,1495
2,4,0,0,2,0.426667,0.426737,0.8575,0.146767,2895
1,3,1,1,1,0.243333,0.241171,0.50625,0.228858,3333
2,3,5,1,2,0.37,0.375621,0.580833,0.138067,5459
1,2,3,1,1,0.221739,0.245717,0.423043,0.094113,1917
1,3,4,1,1,0.5275,0.524604,0.5675,0.441563,5382
2,5,4,1,1,0.535,0.523363,0.7475,0.189667,4864
4,10,0,0,1,0.464167,0.456429,0.51,0.166054,6824
2,6,6,0,1,0.725,0.678038,0.654583,0.15485,4966
1,2,3,1,2,0.134783,0.144283,0.494783,0.188839,1605
4,10,5,1,2,0.550833,0.529675,0.71625,0.223883,3644
3,7,5,1,2,0.709167,0.670483,0.757917,0.225129,4040
4,10,4,1,2,0.6575,0.607975,0.722917,0.117546,7328
4,11,5,1,1,0.361667,0.355413,0.540833,0.214558,5992
2,4,0,0,1,0.456667,0.445696,0.479583,0.303496,3744
1,12,1,1,2,0.215833,0.223487,0.5775,0.154846,2729
1,12,2,1,2,0.325,0.327633,0.7625,0.18845,1162
2,4,4,1,2,0.498333,0.483583,0.756667,0.176625,5026
3,8,0,0,2,0.676667,0.624388,0.8175,0.222633,3820
2,6,5,1,1,0.62,0.587133,0.354167,0.253121,5312
3,7,3,1,1,0.746667,0.689404,0.631667,0.146133,4342
2,4,0,0,3,0.396667,0.389504,0.835417,0.344546,1027
1,2,4,1,1,0.265,0.261988,0.562083,0.194037,3830
3,8,0,0,1,0.7425,0.715292,0.752917,0.201487,3785
2,3,6,0,1,0.265833,0.257571,0.394167,0.209571,2496
2,5,1,0,1,0.7125,0.6793,0.67625,0.196521,6043
4,11,4,0,1,0.34,0.350371,0.580417,0.0528708,2425
3,8,4,1,1,0.706667,0.652779,0.590417,0.0771167,7713
4,12,6,0,1,0.275,0.266412,0.5075,0.233221,3190
3,9,3,1,1,0.736667,0.708983,0.74125,0.187808,7112
3,9,5,1,1,0.633333,0.594083,0.6725,0.103863,8009
2,6,3,1,1,0.7825,0.720975,0.592083,0.113812,6211
3,8,3,1,1,0.685,0.635733,0.552083,0.112562,7697
3,7,6,0,2,0.703333,0.666042,0.699167,0.143679,6969
1,3,3,1,2,0.365217,0.36693,0.776522,0.203117,2192
4,11,6,0,1,0.325,0.326383,0.545417,0.179729,5629
4,12,3,1,2,0.3175,0.338362,0.66375,0.0609583,3740
4,9,1,1,2,0.649167,0.589042,0.848333,0.1107,4630
1,2,0,0,1,0.316522,0.324113,0.457391,0.260883,1589
3,8,1,1,1,0.691667,0.638254,0.47,0.27675,4758
1,2,5,1,2,0.280833,0.293558,0.54,0.116929,3831
1,12,2,0,2,0.291304,0.294465,0.734783,0.168726,1013
1,1,5,1,1,0.1775,0.157833,0.457083,0.353242,1543
4,10,3,1,3,0.541739,0.513848,0.895217,0.243339,2424
1,1,3,1,2,0.1075,0.119337,0.414583,0.1847,2368
3,7,6,0,1,0.849167,0.804287,0.5,0.131221,3285
2,5,5,1,1,0.6275,0.590917,0.735417,0.162938,6296
4,12,6,0,2,0.298333,0.316904,0.806667,0.0597042,5191
3,8,5,1,1,0.764167,0.6894,0.5875,0.168533,7350
2,6,0,0,1,0.6925,0.643325,0.747917,0.163567,4460
3,9,2,1,3,0.54,0.5152,0.886957,0.343943,2710
1,2,4,1,1,0.144348,0.149548,0.437391,0.221935,1538
3,8,3,1,1,0.673333,0.630692,0.605,0.253108,5130
1,3,3,1,1,0.335,0.320071,0.449583,0.307833,2134
4,11,6,0,1,0.356667,0.357942,0.552917,0.212062,4067
2,5,6,0,1,0.6925,0.642696,0.7325,0.198992,6536
3,8,6,0,1,0.6975,0.648996,0.674167,0.104467,5191
1,1,2,1,1,0.39,0.381317,0.416667,0.261817,4509
1,1,3,1,2,0.274167,0.282821,0.8475,0.131221,2177
4,10,6,0,1,0.506667,0.498725,0.483333,0.258083,5217
4,11,5,1,1,0.355,0.356042,0.522083,0.266175,5847
1,3,2,1,1,0.2925,0.3024,0.420833,0.12065,2133
2,4,1,0,1,0.664167,0.614925,0.561667,0.284829,6370
4,10,2,1,1,0.484167,0.472858,0.71,0.205854,4456
4,11,2,1,2,0.343333,0.323225,0.662917,0.342046,4094
1,2,6,0,1,0.290833,0.255675,0.395833,0.421642,2732
2,5,6,0,1,0.6025,0.571975,0.626667,0.12065,5805
2,3,5,1,2,0.601667,0.570067,0.694167,0.1163,8362
4,10,5,1,2,0.330833,0.318812,0.585833,0.229479,3747
3,9,0,0,1,0.709167,0.665429,0.742083,0.206467,4940
3,8,3,1,2,0.75,0.707717,0.672917,0.1107,7534
2,5,0,0,1,0.528333,0.518933,0.631667,0.0746375,4333
4,12,2,1,3,0.4625,0.4564,0.949583,0.232583,2594
2,4,5,0,1,0.446667,0.441913,0.67125,0.226375,3126
